gene_id;SHSY5Y_b (SRR4098610);A431_a (SRR629557);U-251 MG_a (SRR629561);U-251 MG_b (SRR629562);U2OS_a (SRR629563);A-549_a (SRR629564);A-549_b (SRR629565);CACO-2_a (SRR629566);CACO-2_b (SRR629568);HEK 293_b (SRR629570);Hep-G2_a (SRR629573);MCF-7_a (SRR629577);MCF-7_b (SRR629578);PC3_a (SRR629581);gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;description
ENSG00000145700;49;47;22;0;8;6;10;17;31;22;0;11;26;0;ANKRD31;NC_000005.10;75068297;75236922;-;168626;protein_coding;"ankyrin repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:26853]"
ENSG00000152213;0;19;0;0;0;0;0;12;43;9;22;66;77;0;ARL11;NC_000013.11;49628299;49633872;+;5574;protein_coding;"ARF like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]"
ENSG00000281189;13;86;12;8;9;7;6;5;5;30;0;22;40;5;GHET1;NC_000007.14;148987527;148989429;+;1903;lncRNA;"gastric carcinoma proliferation enhancing transcript 1 [Source:HGNC Symbol;Acc:HGNC:49425]"
ENSG00000107562;47;0;0;9;8;0;0;0;3;82;0;15;35;44;CXCL12;NC_000010.11;44292088;44385097;-;93010;protein_coding;"C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]"
ENSG00000183778;11;0;74;23;49;20;19;11;14;0;0;0;0;22;B3GALT5;NC_000021.9;39612940;39662889;+;49950;protein_coding;"beta-1
ENSG00000185467;2;150;16;6;0;12;12;0;0;0;11;10;10;14;KPNA7;NC_000007.14;NW_017852929.1;99145467;81203;99219417;115118;-;-;107867;protein_coding;"karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839]"
ENSG00000283646;0;76;57;16;27;0;0;0;0;0;0;0;0;67;LINC02009;NC_000003.12;46416516;46423667;-;7152;lncRNA;"long intergenic non-protein coding RNA 2009 [Source:HGNC Symbol;Acc:HGNC:52845]"
ENSG00000177272;100;22;9;3;50;0;0;0;0;58;0;0;0;0;KCNA3;NC_000001.11;110653560;110675033;-;21474;protein_coding;"potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]"
ENSG00000183638;18;120;21;6;30;7;0;4;4;0;0;0;6;26;RP1L1;NC_000008.11;NW_018654717.1;10606349;2691970;10655107;2740690;-;+;97480;protein_coding;"RP1 like 1 [Source:HGNC Symbol;Acc:HGNC:15946]"
ENSG00000260589;4;35;13;5;14;13;6;14;40;35;13;21;20;9;STAM-AS1;NC_000010.11;17641284;17643918;-;2635;lncRNA;"STAM divergent transcript [Source:HGNC Symbol;Acc:HGNC:49568]"
ENSG00000258913;240;0;0;0;0;0;0;0;0;0;0;0;0;0;C14orf144;NC_000014.9;104223584;104288069;+;64486;lncRNA;"long intergenic non-protein coding RNA 2691 [Source:HGNC Symbol;Acc:HGNC:20358]"
ENSG00000184845;0;0;0;0;88;76;69;0;0;0;0;0;6;0;DRD1;NC_000005.10;175440038;175444218;-;4181;protein_coding;"dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020]"
ENSG00000274600;2;11;13;12;10;33;53;4;1;31;11;26;16;14;RIMBP3B;NC_000022.11;21383751;21389169;+;5419;protein_coding;"RIMS binding protein 3B [Source:HGNC Symbol;Acc:HGNC:33891]"
ENSG00000205143;54;51;0;0;9;21;20;10;7;31;4;0;0;28;ARID3C;NC_000009.12;34621360;34633112;-;11753;protein_coding;"AT-rich interaction domain 3C [Source:HGNC Symbol;Acc:HGNC:21209]"
ENSG00000123901;8;0;17;5;15;0;0;78;88;5;11;3;0;3;GPR83;NC_000011.10;94377311;94401423;-;24113;protein_coding;"G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]"
ENSG00000167614;0;27;5;0;85;0;3;6;8;13;77;8;0;0;TTYH1;NC_000019.10;NW_003571054.1;NW_003571060.1;NT_187693.1;54415431;321949;320125;397719;54436719;343243;341407;419013;+;+;+;+;85162;protein_coding;"tweety family member 1 [Source:HGNC Symbol;Acc:HGNC:13476]"
ENSG00000256463;0;0;0;0;8;0;0;0;0;223;0;0;0;0;SALL3;NC_000018.10;NW_003315961.1;NT_187666.1;78980275;45390;45390;78998969;64085;64084;+;+;+;56086;protein_coding;"spalt like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10527]"
ENSG00000186399;55;24;16;6;4;17;17;1;1;37;1;23;19;8;GOLGA8R;NC_000015.10;NW_011332701.1;NT_187660.1;30400562;2724495;2836947;30414260;2738200;2850652;-;+;+;41111;protein_coding;"golgin A8 family member R [Source:HGNC Symbol;Acc:HGNC:44407]"
ENSG00000206127;59;20;24;13;5;19;18;1;0;23;1;11;22;13;GOLGA8O;NC_000015.10;NW_012132920.1;32441914;1960410;32461753;1974125;-;-;33556;protein_coding;"golgin A8 family member O [Source:HGNC Symbol;Acc:HGNC:44406]"
ENSG00000227674;0;111;52;14;12;0;0;0;0;0;37;0;0;0;LINC00355;NC_000013.11;63986371;64076011;-;89641;lncRNA;"long intergenic non-protein coding RNA 355 [Source:HGNC Symbol;Acc:HGNC:27061]"
ENSG00000109705;0;0;27;5;47;7;12;16;31;55;5;0;4;13;NKX3-2;NC_000004.12;13540830;13544490;-;3661;protein_coding;"NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]"
ENSG00000124334;0;0;8;4;12;10;9;21;26;20;2;32;72;6;IL9R;NC_000023.11;NC_000024.10;155997581;57184101;156013017;57199537;+;+;30874;protein_coding;"interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]"
ENSG00000213886;0;4;0;10;3;2;0;28;44;5;126;0;0;0;UBD;NC_000006.12;NT_167244.2;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;29555612;821307;1042093;821155;820771;821016;821111;29559925;825621;1046406;825468;825085;825329;825425;-;-;-;-;-;-;-;30201;protein_coding;"ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]"
ENSG00000214652;132;0;0;1;89;0;0;0;0;0;0;0;0;0;ZNF727;NC_000007.14;64043194;64085339;+;42146;protein_coding;"zinc finger protein 727 [Source:HGNC Symbol;Acc:HGNC:22785]"
ENSG00000180875;104;0;42;22;23;3;0;0;0;20;0;0;0;7;GREM2;NC_000001.11;240489573;240612372;-;122800;protein_coding;"gremlin 2
ENSG00000163618;96;0;85;29;9;0;0;0;0;0;0;0;0;0;CADPS;NC_000003.12;62398346;62875865;-;477520;protein_coding;"calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]"
ENSG00000260193;8;0;0;0;4;19;24;16;9;7;0;40;77;15;LOC105376323;NC_000009.12;136107829;136109424;-;1596;lncRNA;"long intergenic non-protein coding RNA 2846 [Source:HGNC Symbol;Acc:HGNC:54381]"
ENSG00000220161;0;9;14;6;6;41;57;22;15;46;0;0;0;0;LINC02076;NC_000017.11;NW_017363819.1;18411159;181138;18414388;184367;+;+;6460;lncRNA;"long intergenic non-protein coding RNA 2076 [Source:HGNC Symbol;Acc:HGNC:52924]"
ENSG00000179300;0;3;141;49;21;0;0;0;0;0;0;0;0;0;RTL3;NC_000023.11;78656069;78659328;-;3260;protein_coding;"retrotransposon Gag like 3 [Source:HGNC Symbol;Acc:HGNC:22997]"
ENSG00000188596;20;81;15;9;0;16;12;0;0;23;0;0;8;30;CFAP54;NC_000012.12;96489556;96875555;+;386000;protein_coding;"cilia and flagella associated protein 54 [Source:HGNC Symbol;Acc:HGNC:26456]"
ENSG00000232653;54;15;19;6;0;11;15;0;5;28;0;19;33;9;GOLGA8N;NC_000015.10;NW_011332701.1;NW_012132920.1;NT_187660.1;32593456;4645589;2111786;4808041;32607310;4659439;2125658;4821891;+;+;+;+;55430;protein_coding;"golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405]"
ENSG00000234432;53;34;22;6;3;0;1;5;25;5;33;2;2;23;LOC100129484;NC_000007.14;5426281;5428927;-;2647;protein_coding;"long intergenic non-protein coding RNA 2983 [Source:HGNC Symbol;Acc:HGNC:56060]"
ENSG00000238062;0;0;0;0;31;12;19;30;36;19;6;15;16;30;SPATA3-AS1;NC_000002.12;230984368;230996032;-;11665;lncRNA;"SPATA3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:28013]"
ENSG00000187372;62;3;6;5;62;2;5;0;2;0;29;5;20;12;PCDHB13;NC_000005.10;141213919;141217421;+;3503;protein_coding;"protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]"
ENSG00000187323;118;38;17;0;26;0;3;5;5;0;0;0;0;0;DCC;NC_000018.10;52340172;53535903;+;1195732;protein_coding;"DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701]"
ENSG00000180616;50;5;0;0;62;5;8;9;18;41;3;0;9;0;SSTR2;NC_000017.11;73165021;73171955;+;6935;protein_coding;"somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]"
ENSG00000303157;0;0;0;0;0;7;8;102;93;0;0;0;0;0;LOC105377363;NC_000004.12;110607538;110613503;+;5966;lncRNA;"novel transcript"
ENSG00000136881;4;0;0;0;4;46;43;31;35;4;35;3;0;3;BAAT;NC_000009.12;NT_187578.1;101360417;421209;101385005;432266;-;-;35647;protein_coding;"bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]"
ENSG00000265107;5;177;0;0;0;0;0;6;9;7;0;0;0;3;GJA5;NC_000001.11;147756199;147781127;-;24929;protein_coding;"gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279]"
ENSG00000275954;19;30;22;8;13;11;17;10;12;34;9;15;7;0;TBC1D3F;NC_000017.11;NT_187614.1;36428612;663516;36439523;674427;-;-;21824;protein_coding;"TBC1 domain family member 3F [Source:HGNC Symbol;Acc:HGNC:18257]"
ENSG00000171431;74;0;0;12;0;38;34;8;26;0;4;0;0;9;KRT20;NC_000017.11;NW_003871091.1;40875889;25157;40885243;34511;-;-;18710;protein_coding;"keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412]"
ENSG00000151067;71;0;5;0;52;0;0;0;0;68;0;5;3;0;CACNA1C;NC_000012.12;NW_018654718.1;1969552;395394;2697949;1046065;+;+;1379070;protein_coding;"calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]"
ENSG00000177551;0;0;0;0;0;0;0;0;0;204;0;0;0;0;NHLH2;NC_000001.11;115830777;115841126;-;10350;protein_coding;"nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]"
ENSG00000139908;19;15;11;7;6;12;21;11;21;13;15;18;22;12;TSSK4;NC_000014.9;NW_018654722.1;24205524;506629;24208362;509226;+;+;5437;protein_coding;"testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]"
ENSG00000147234;17;6;11;0;62;6;9;3;0;28;0;28;24;9;FRMPD3;NC_000023.11;107522450;107605264;+;82815;protein_coding;"FERM and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29382]"
ENSG00000275591;180;0;0;0;15;0;2;2;0;3;0;0;0;0;XKR5;NC_000008.11;NW_018654717.1;6808517;203788;6835644;230908;-;-;54249;protein_coding;"XK related 5 [Source:HGNC Symbol;Acc:HGNC:20782]"
ENSG00000100197;15;24;2;0;10;8;10;5;11;32;39;19;17;7;CYP2D6;NC_000022.11;NW_014040931.1;NW_009646208.1;NW_015148968.1;NW_004504305.1;NT_187682.1;42126499;20088;12065;4240;48826;48840;42130881;24470;16447;8622;53208;53222;-;-;-;-;-;-;26298;protein_coding;"cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:2625]"
ENSG00000179938;52;10;17;8;3;9;18;0;6;53;0;4;10;9;GOLGA8J;NC_000015.10;NW_011332701.1;NW_012132920.1;NT_187660.1;30082628;2255675;70634;2368159;30096711;2269421;84368;2381905;+;+;+;+;55313;protein_coding;"golgin A8 family member J [Source:HGNC Symbol;Acc:HGNC:38650]"
ENSG00000184730;5;9;0;0;0;9;8;0;4;7;25;38;93;0;APOBR;NC_000016.10;28494649;28498970;+;4322;protein_coding;"apolipoprotein B receptor [Source:HGNC Symbol;Acc:HGNC:24087]"
ENSG00000089847;17;6;0;5;18;15;0;5;0;17;8;23;44;38;ANKRD24;NC_000019.10;4182618;4224814;+;42197;protein_coding;"ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:29424]"
ENSG00000204287;106;6;0;49;32;0;0;0;0;0;0;0;0;0;HLA-DRA;NC_000006.12;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2;NT_187692.1;32439842;3877968;3680147;3744059;3780808;3662891;3754985;9687;32445046;3883135;3685357;3749270;3786018;3668101;3760195;14891;+;+;+;+;+;+;+;-;41634;protein_coding;"major histocompatibility complex
ENSG00000185985;0;0;111;49;32;0;0;0;0;0;0;0;0;0;SLITRK2;NC_000023.11;145817829;145829856;+;12028;protein_coding;"SLIT and NTRK like family member 2 [Source:HGNC Symbol;Acc:HGNC:13449]"
ENSG00000272970;51;0;6;0;6;11;8;7;5;38;9;20;27;3;LOC107986163;NC_000003.12;184712170;184743284;+;31115;protein_coding;"novel transcript"
ENSG00000111834;40;7;23;19;9;5;0;6;22;24;22;5;3;5;RSPH4A;NC_000006.12;116598184;116633051;+;34868;protein_coding;"radial spoke head component 4A [Source:HGNC Symbol;Acc:HGNC:21558]"
ENSG00000236914;59;6;49;17;14;6;3;2;12;0;6;3;3;7;LINC01852;NC_000015.10;38068812;38072990;-;4179;lncRNA;"long intergenic non-protein coding RNA 1852 [Source:HGNC Symbol;Acc:HGNC:52668]"
ENSG00000251226;3;0;0;0;47;0;0;0;0;0;0;0;0;137;LOC729305;NC_000011.10;134735945;134763811;+;27867;lncRNA;"long intergenic non-protein coding RNA 2714 [Source:HGNC Symbol;Acc:HGNC:54231]"
ENSG00000089692;41;0;12;12;12;14;14;27;24;14;0;6;10;0;LAG3;NC_000012.12;6772483;6778455;+;5973;protein_coding;"lymphocyte activating 3 [Source:HGNC Symbol;Acc:HGNC:6476]"
ENSG00000104848;0;13;75;84;4;0;0;7;3;0;0;0;0;0;KCNA7;NC_000019.10;49067418;49072941;-;5524;protein_coding;"potassium voltage-gated channel subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:6226]"
ENSG00000198590;14;20;37;28;17;6;6;7;13;11;21;3;0;3;C3orf35;NC_000003.12;37379111;37435497;+;56387;protein_coding;"APRG1 tumor suppressor candidate [Source:HGNC Symbol;Acc:HGNC:24082]"
ENSG00000129673;11;32;4;0;14;21;35;3;8;8;0;16;18;14;AANAT;NC_000017.11;76453351;76470797;+;17447;protein_coding;"aralkylamine N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:19]"
ENSG00000147127;31;17;35;10;18;8;9;6;7;18;0;5;4;16;RAB41;NC_000023.11;70280592;70285002;+;4411;protein_coding;"RAB41
ENSG00000183775;66;0;20;0;62;0;7;0;9;14;3;0;3;0;KCTD16;NC_000005.10;144170723;144485686;+;314964;protein_coding;"potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]"
ENSG00000293382;29;20;20;14;12;10;13;7;2;18;11;8;13;7;LOC653160;NC_000001.11;34975699;34978706;-;3008;lncRNA;"G protein-coupled receptor 199
ENSG00000111728;0;0;131;35;0;3;14;0;0;0;0;0;0;0;ST8SIA1;NC_000012.12;22193391;22334714;-;141324;protein_coding;"ST8 alpha-N-acetyl-neuraminide alpha-2
ENSG00000139874;0;0;0;0;5;0;0;73;61;0;11;0;0;33;SSTR1;NC_000014.9;38207999;38213063;+;5065;protein_coding;"somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]"
ENSG00000180509;0;0;0;0;0;0;0;81;102;0;0;0;0;0;KCNE1;NC_000021.9;34446688;34512275;-;65588;protein_coding;"potassium voltage-gated channel subfamily E regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:6240]"
ENSG00000286344;0;0;109;42;0;0;0;0;0;29;0;0;0;3;LOC105378531;NC_000010.11;123347923;123562213;+;214291;lncRNA;"novel transcript"
ENSG00000177098;46;46;0;0;32;0;0;8;19;24;7;0;0;0;SCN4B;NC_000011.10;118133377;118152915;-;19539;protein_coding;"sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]"
ENSG00000163873;0;0;0;0;0;0;0;0;0;8;0;78;95;0;GRIK3;NC_000001.11;36795527;37034243;-;238717;protein_coding;"glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]"
ENSG00000168939;28;22;45;11;15;6;5;10;5;14;3;9;8;0;SPRY3;NC_000023.11;NC_000024.10;155612565;56954255;155782459;56968979;+;+;184620;protein_coding;"sprouty RTK signaling antagonist 3 [Source:HGNC Symbol;Acc:HGNC:11271]"
ENSG00000175264;6;0;7;5;95;13;18;3;0;8;0;5;21;0;CHST1;NC_000011.10;45647689;45665656;-;17968;protein_coding;"carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]"
ENSG00000230778;9;8;5;3;0;11;17;3;9;84;0;6;13;10;ANKRD63;NC_000015.10;40278372;40282586;-;4215;protein_coding;"ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]"
ENSG00000106278;3;7;107;59;0;0;0;0;0;0;0;0;0;0;PTPRZ1;NC_000007.14;121873105;122062036;+;188932;protein_coding;"protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]"
ENSG00000271447;50;27;6;0;0;30;30;0;0;10;0;0;0;22;MMP28;NC_000017.11;NT_187614.1;35756249;389;35795707;30239;-;-;69310;protein_coding;"matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]"
ENSG00000277632;0;120;55;0;0;0;0;0;0;0;0;0;0;0;CCL3;NC_000017.11;NT_187614.1;NT_187661.1;36088256;323130;42353;36090160;325034;44257;-;-;-;5715;protein_coding;"C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]"
ENSG00000167693;22;34;36;10;13;0;0;8;7;33;11;0;0;0;NXN;NC_000017.11;NT_187613.1;NT_187664.1;799313;3030;3030;979766;19005;19005;-;-;-;212406;protein_coding;"nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]"
ENSG00000240859;84;20;0;0;0;14;15;3;5;0;0;10;17;6;LOC100507642;NC_000007.14;NT_187558.1;NT_187653.1;149718;105523;142039;155465;111270;147786;+;+;+;17244;lncRNA;"long intergenic non-protein coding RNA 3014 [Source:HGNC Symbol;Acc:HGNC:56142]"
ENSG00000214212;0;67;3;0;0;4;0;3;5;10;3;24;43;11;C19orf38;NC_000019.10;10836558;10869796;+;33239;protein_coding;"chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]"
ENSG00000261247;46;3;4;1;6;14;15;1;4;67;0;4;3;5;GOLGA8T;NC_000015.10;NW_011332701.1;NT_187660.1;30131257;2307785;2420269;30148353;2318308;2430792;+;+;+;38145;protein_coding;"golgin A8 family member T [Source:HGNC Symbol;Acc:HGNC:44410]"
ENSG00000110777;3;52;46;11;0;0;0;23;11;0;26;0;0;0;POU2AF1;NC_000011.10;111352251;111379671;-;27421;protein_coding;"POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]"
ENSG00000164627;46;0;25;10;8;0;4;5;5;38;0;10;14;5;KIF6;NC_000006.12;39329990;39725423;-;395434;protein_coding;"kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202]"
ENSG00000198785;33;5;6;12;0;6;10;35;33;3;6;3;0;18;GRIN3A;NC_000009.12;101569352;101738580;-;169229;protein_coding;"glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]"
ENSG00000255398;0;56;1;0;7;2;0;6;6;3;11;30;46;2;HCAR3;NC_000012.12;122714756;122716892;-;2137;protein_coding;"hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]"
ENSG00000101292;164;0;0;0;5;0;0;0;0;0;0;0;0;0;PROKR2;NC_000020.11;5298852;5316732;-;17881;protein_coding;"prokineticin receptor 2 [Source:HGNC Symbol;Acc:HGNC:15836]"
ENSG00000120328;53;1;7;5;61;0;0;0;0;3;0;8;3;28;PCDHB12;NC_000005.10;141208719;141212126;+;3408;protein_coding;"protocadherin beta 12 [Source:HGNC Symbol;Acc:HGNC:8683]"
ENSG00000175820;9;19;43;24;10;0;0;9;11;18;0;3;6;17;CCDC168;NC_000013.11;102729367;102759072;-;29706;protein_coding;"coiled-coil domain containing 168 [Source:HGNC Symbol;Acc:HGNC:26851]"
ENSG00000204610;0;0;0;0;0;0;0;48;63;0;58;0;0;0;TRIM15;NC_000006.12;NT_167244.2;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2;30163206;1421286;1643004;1419107;1473908;1507279;1418334;1462137;30172696;1430776;1652494;1428597;1483398;1516769;1427824;1471627;+;+;+;+;+;+;+;+;75928;protein_coding;"tripartite motif containing 15 [Source:HGNC Symbol;Acc:HGNC:16284]"
ENSG00000225930;59;0;0;0;29;0;7;0;0;62;12;0;0;0;LINC02249;NC_000015.10;NW_011332701.1;NT_187660.1;30196036;2368472;2480956;30214540;2386976;2499460;+;+;+;55515;lncRNA;"long intergenic non-protein coding RNA 2249 [Source:HGNC Symbol;Acc:HGNC:32351]"
ENSG00000121075;41;0;0;0;5;0;4;22;31;0;41;10;8;6;TBX4;NC_000017.11;61452418;61485110;+;32693;protein_coding;"T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]"
ENSG00000171116;4;6;8;0;8;12;15;9;13;16;3;35;29;10;HSFX1;NC_000023.11;149774068;149776859;+;2792;protein_coding;"heat shock transcription factor family
ENSG00000111886;17;9;56;26;6;6;0;0;3;41;0;0;3;0;GABRR2;NC_000006.12;89254464;89315299;-;60836;protein_coding;"gamma-aminobutyric acid type A receptor subunit rho2 [Source:HGNC Symbol;Acc:HGNC:4091]"
ENSG00000163283;0;120;0;0;7;0;0;29;11;0;0;0;0;0;ALPP;NC_000002.12;232378534;232382889;+;4356;protein_coding;"alkaline phosphatase
ENSG00000198788;6;0;3;34;11;13;29;0;0;0;0;12;32;27;MUC2;NC_000011.10;NW_015148966.1;NT_187681.1;1074875;62448;149268;1110508;99978;178809;+;+;+;102707;protein_coding;"mucin 2
ENSG00000250486;3;0;3;6;18;3;0;0;0;18;0;38;57;21;FAM218A;NC_000004.12;164956948;164959131;+;2184;protein_coding;"family with sequence similarity 218 member A [Source:HGNC Symbol;Acc:HGNC:26466]"
ENSG00000122877;5;0;28;13;16;0;0;0;0;10;3;24;24;43;EGR2;NC_000010.11;62811996;62819167;-;7172;protein_coding;"early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]"
ENSG00000104714;0;12;19;12;0;15;26;19;23;6;5;8;10;10;ERICH1;NC_000008.11;NT_187572.1;614737;4950;731239;12819;-;-;124373;protein_coding;misc_RNA;"glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]"
ENSG00000152315;7;0;20;5;22;0;0;0;0;16;15;11;43;26;KCNK13;NC_000014.9;90061765;90185857;+;124093;protein_coding;"potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275]"
ENSG00000178562;3;78;55;0;8;0;0;11;10;0;0;0;0;0;CD28;NC_000002.12;203706475;203739756;+;33282;protein_coding;"CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]"
ENSG00000157502;0;0;34;12;37;0;0;0;0;81;0;0;0;0;MUM1L1;NC_000023.11;106168278;106208961;+;40684;protein_coding;"PWWP domain containing 3B [Source:HGNC Symbol;Acc:HGNC:26583]"
ENSG00000187398;134;0;0;0;0;0;0;0;0;0;0;5;9;16;LUZP2;NC_000011.10;24496488;25082640;+;586153;protein_coding;"leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]"
ENSG00000123999;7;7;0;0;0;0;4;0;9;6;39;32;44;15;INHA;NC_000002.12;219572232;219575713;+;3482;protein_coding;"inhibin subunit alpha [Source:HGNC Symbol;Acc:HGNC:6065]"
ENSG00000290461;0;0;0;0;8;11;52;4;6;8;13;22;39;0;CYP4F35P;NC_000018.10;14337423;14342524;+;5102;transcribed_pseudogene;"cytochrome P450 family 4 subfamily F member 35
ENSG00000177483;57;13;27;12;8;7;4;0;5;11;0;0;0;18;RBM44;NC_000002.12;237798048;237842808;+;44761;protein_coding;"RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]"
ENSG00000204616;0;26;0;6;0;44;23;11;4;0;10;12;19;7;TRIM31;NC_000006.12;NT_167244.2;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2;30102892;1368493;1582690;1358814;1363614;1446972;1358044;1401829;30113106;1371196;1592905;1369016;1373816;1457179;1368247;1412029;-;-;-;-;-;-;-;-;74154;protein_coding;"tripartite motif containing 31 [Source:HGNC Symbol;Acc:HGNC:16289]"
ENSG00000293147;0;32;0;0;16;3;3;28;57;15;6;2;0;0;SLC9A7P1;NC_000012.12;98453840;98457145;-;3306;transcribed_pseudogene;"solute carrier family 9 member 7 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:121456]"
ENSG00000100276;0;0;11;5;37;0;0;11;9;22;0;24;42;0;RASL10A;NC_000022.11;29312933;29319618;-;6686;protein_coding;"RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]"
ENSG00000215458;3;15;12;0;5;12;19;14;10;35;12;8;7;9;AATBC;NC_000021.9;43805758;43812567;-;6810;lncRNA;"apoptosis associated transcript in bladder cancer [Source:HGNC Symbol;Acc:HGNC:51526]"
ENSG00000271321;0;113;1;0;1;1;0;7;6;2;1;10;17;2;CTAGE6;NC_000007.14;NW_018654714.1;143755089;299410;143757750;302071;-;-;5324;protein_coding;"CTAGE family member 6 [Source:HGNC Symbol;Acc:HGNC:28644]"
ENSG00000257743;0;0;0;0;23;13;7;46;67;0;0;0;4;0;MGAM2;NC_000007.14;NT_187562.1;142111703;73629;142223733;184204;+;+;222607;protein_coding;"maltase-glucoamylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:28101]"
ENSG00000012779;0;10;0;0;84;6;14;0;4;29;0;4;8;0;ALOX5;NC_000010.11;NW_003315935.1;45374166;214997;45446121;286950;+;+;143910;protein_coding;"arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]"
ENSG00000214922;0;81;11;6;5;0;12;0;1;21;0;1;0;20;HLA-F-AS1;NC_000006.12;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2;29726601;1210457;989677;989265;1007559;989643;1032830;29749049;1232895;1012119;1011714;1011775;1012093;1055278;-;-;-;-;-;-;-;138898;lncRNA;"HLA-F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26645]"
ENSG00000218305;16;20;16;0;12;1;5;18;17;13;23;0;9;8;CDC14C;NC_000007.14;48924561;48927454;+;2894;protein_coding;"cell division cycle 14C [Source:HGNC Symbol;Acc:HGNC:22427]"
ENSG00000167617;9;15;0;0;15;0;0;31;18;12;16;12;25;4;CDC42EP5;NC_000019.10;NW_003571054.1;NW_003571060.1;NT_187693.1;54465025;371538;369717;447323;54473290;379704;377945;455551;-;-;-;-;32891;protein_coding;"CDC42 effector protein 5 [Source:HGNC Symbol;Acc:HGNC:17408]"
